client_id,onboard_date,city,segment,risk_profile,aum_inr,products_held,tenure_months,sip_active,relationship_manager,churned
CUST0302,2019-07-07,Hyderabad,Mass,Conservative,397171.0,4,79,1,RM16,0
CUST0303,2022-07-21,Delhi,Mass,Conservative,258629.0,1,42,1,RM14,1
CUST0304,2021-12-23,Mumbai,Affluent,Conservative,5303673.0,6,49,1,RM21,0
CUST0305,2014-10-01,Ahmedabad,Affluent,Conservative,6585249.0,1,137,1,RM19,0
CUST0306,2018-03-14,Ahmedabad,Ultra-HNI,Moderate,66431987.0,5,95,1,RM21,1
CUST0307,2017-11-14,Delhi,Mass,Aggressive,644256.0,4,99,1,RM22,0
CUST0308,2024-04-11,Chennai,Mass,Conservative,406785.0,1,21,1,RM03,1
CUST0309,2021-05-27,Hyderabad,Affluent,Conservative,5661286.0,3,56,1,RM20,0
CUST0310,2023-05-17,Chennai,Affluent,Aggressive,5410018.0,2,32,1,RM23,0
CUST0311,2014-10-01,Kolkata,Affluent,Moderate,6398223.0,6,137,0,RM05,0
CUST0312,2014-03-05,Hyderabad,Affluent,Moderate,5887619.0,4,144,0,RM21,0
CUST0313,2021-12-23,Bengaluru,Mass,Moderate,828142.0,3,49,1,RM16,0
CUST0314,2021-01-27,Kolkata,Mass,Conservative,1377347.0,2,60,1,RM17,0
CUST0315,2017-11-14,Kolkata,Mass,Conservative,913509.0,1,99,1,RM18,0
CUST0316,2024-03-12,Mumbai,Mass,Aggressive,868633.0,4,22,1,RM09,0
CUST0317,2019-05-08,Kolkata,Affluent,Moderate,1889758.0,4,81,1,RM23,0
CUST0318,2023-05-17,Pune,Mass,Conservative,1190357.0,6,32,1,RM19,0
CUST0319,2019-10-05,Ahmedabad,HNI,Aggressive,16962576.0,4,76,1,RM11,0
CUST0320,2017-05-18,Ahmedabad,Mass,Moderate,696558.0,3,105,0,RM16,0
CUST0321,2017-03-19,Mumbai,Affluent,Conservative,2446685.0,3,107,0,RM24,0
CUST0322,2024-08-09,Chennai,Affluent,Aggressive,15553104.0,2,17,1,RM09,0
CUST0323,2022-07-21,Mumbai,Mass,Moderate,171018.0,4,42,1,RM23,0
CUST0324,2021-10-24,Mumbai,Affluent,Moderate,11170671.0,1,51,0,RM01,1
CUST0325,2017-05-18,Ahmedabad,HNI,Conservative,25246010.0,1,105,1,RM20,1
CUST0326,2022-01-22,Delhi,HNI,Conservative,7007060.0,6,48,1,RM15,0
CUST0327,2020-07-01,Mumbai,Mass,Aggressive,2043877.0,1,67,0,RM18,1
CUST0328,2023-04-17,Ahmedabad,Affluent,Conservative,6536493.0,2,33,0,RM15,0
CUST0329,2021-11-23,Chennai,Mass,Aggressive,182274.0,4,50,1,RM12,0
CUST0330,2020-05-02,Mumbai,Mass,Moderate,528601.0,2,69,0,RM04,0
CUST0331,2023-06-16,Bengaluru,Mass,Moderate,894771.0,5,31,0,RM07,1
CUST0332,2024-09-08,Mumbai,HNI,Aggressive,51270248.0,4,16,1,RM23,1
CUST0333,2024-04-11,Pune,Affluent,Aggressive,3934341.0,1,21,1,RM11,0
CUST0334,2020-07-31,Ahmedabad,Mass,Aggressive,155522.0,3,66,1,RM04,1
CUST0335,2024-01-12,Chennai,Ultra-HNI,Moderate,148011675.0,5,24,1,RM04,0
CUST0336,2025-08-04,Kolkata,Affluent,Moderate,6480781.0,3,5,1,RM08,0
CUST0337,2016-01-24,Bengaluru,Mass,,195328.0,5,121,1,RM19,0
CUST0338,2014-07-03,Chennai,Affluent,Conservative,5949533.0,4,140,1,RM10,0
CUST0339,2019-12-04,Delhi,Affluent,Aggressive,6306251.0,3,74,0,RM11,0
CUST0340,2018-10-10,Mumbai,Mass,Aggressive,557795.0,4,88,1,RM18,0
CUST0341,2024-01-12,Delhi,Mass,Conservative,423088.0,3,24,1,RM16,0
CUST0342,2025-02-05,Hyderabad,Mass,Moderate,476865.0,1,11,0,RM03,1
CUST0343,2025-01-06,Mumbai,Mass,Aggressive,557599.0,3,12,0,RM10,0
CUST0344,2023-09-14,Kolkata,Affluent,Moderate,5989010.0,3,28,0,RM18,0
CUST0345,2024-08-09,Ahmedabad,Mass,Conservative,1028836.0,5,17,0,RM18,1
CUST0346,2017-03-19,Bengaluru,Mass,Conservative,204645.0,5,107,1,RM11,0
CUST0347,2016-11-19,Bengaluru,HNI,Moderate,23002762.0,4,111,0,RM06,0
CUST0348,2017-04-18,Delhi,Ultra-HNI,Aggressive,86764745.0,3,106,0,RM05,0
CUST0349,2022-07-21,Chennai,Affluent,Conservative,5407882.0,4,42,1,RM03,0
CUST0350,2021-08-25,Ahmedabad,Affluent,Moderate,3943857.0,6,53,1,RM03,0
CUST0351,2021-09-24,Chennai,HNI,Moderate,43629151.0,6,52,1,RM25,0
CUST0352,2024-03-12,Kolkata,Affluent,Aggressive,10321729.0,2,22,0,RM11,0
CUST0353,2020-05-02,Bengaluru,Mass,Aggressive,545208.0,2,69,1,RM09,0
CUST0354,2019-08-06,Chennai,Mass,,637078.0,3,78,1,RM12,0
CUST0355,2023-07-16,Chennai,Mass,Moderate,1019530.0,4,30,0,RM13,0
CUST0356,2022-09-19,Ahmedabad,Mass,Aggressive,1350230.0,5,40,0,RM04,0
CUST0357,2020-06-01,Chennai,Mass,Moderate,425833.0,5,68,1,RM23,0
CUST0358,2024-11-07,Hyderabad,Mass,Moderate,375094.0,4,14,1,RM13,1
CUST0359,2019-01-08,Kolkata,Mass,Conservative,775396.0,5,85,0,RM15,0
CUST0360,2021-11-23,Ahmedabad,Affluent,Moderate,2656106.0,1,50,0,RM13,0
CUST0361,2017-07-17,Ahmedabad,Mass,Conservative,228797.0,2,103,1,RM24,0
CUST0362,2017-01-18,Mumbai,Mass,Aggressive,424698.0,4,109,1,RM25,0
CUST0363,2021-07-26,Mumbai,Affluent,Conservative,6198267.0,4,54,1,RM04,0
CUST0364,2021-10-24,Chennai,Mass,Conservative,1567239.0,6,51,1,RM18,0
CUST0365,2019-09-05,Bengaluru,Mass,Aggressive,451585.0,4,77,0,RM05,0
CUST0366,2025-07-05,Pune,Mass,Moderate,622808.0,3,6,1,RM01,0
CUST0367,2023-09-14,Chennai,Affluent,Moderate,5367593.0,4,28,0,RM14,0
CUST0368,2024-07-10,Chennai,HNI,Moderate,13986606.0,1,18,1,RM12,0
CUST0369,2022-08-20,Mumbai,Mass,Conservative,447039.0,3,41,1,RM13,1
CUST0370,2018-12-09,Bengaluru,Affluent,Conservative,5924353.0,1,86,1,RM01,1
CUST0371,2023-01-17,Hyderabad,HNI,Moderate,10342302.0,1,36,1,RM17,0
CUST0372,2019-10-05,Pune,HNI,Aggressive,13101834.0,3,76,1,RM13,0
CUST0373,2017-10-15,Delhi,HNI,Moderate,17875061.0,1,100,1,RM02,1
CUST0374,2017-12-14,Hyderabad,Affluent,Conservative,5883686.0,2,98,0,RM09,0
CUST0375,2019-09-05,Hyderabad,Mass,Conservative,289802.0,6,77,0,RM04,0
CUST0376,2019-03-09,Bengaluru,Mass,Moderate,620568.0,6,83,1,RM23,0
CUST0377,2020-09-29,Ahmedabad,Mass,Conservative,327869.0,4,64,1,RM19,0
CUST0378,2020-02-02,Chennai,Mass,Conservative,457728.0,6,72,0,RM13,0
CUST0379,2016-07-22,Bengaluru,HNI,Moderate,30832659.0,1,115,1,RM03,0
CUST0380,2020-05-02,Pune,Mass,Moderate,640321.0,6,69,1,RM22,0
CUST0381,2021-10-24,Delhi,Affluent,Moderate,12339659.0,3,51,1,RM09,0
CUST0382,2014-08-02,Pune,Ultra-HNI,Conservative,63759690.0,3,139,1,RM15,0
CUST0383,2015-01-29,Pune,Mass,Conservative,1135686.0,5,133,0,RM19,0
CUST0384,2015-09-26,Chennai,Mass,Conservative,1032472.0,3,125,1,RM10,1
CUST0385,2016-03-24,Delhi,Mass,Moderate,662032.0,4,119,1,RM25,0
CUST0386,2021-05-27,Bengaluru,Mass,Conservative,323428.0,2,56,0,RM06,0
CUST0387,2014-08-02,Delhi,Mass,Aggressive,629399.0,4,139,0,RM09,0
CUST0388,2018-03-14,Mumbai,Mass,Conservative,497483.0,1,95,1,RM05,0
CUST0389,2015-05-29,Ahmedabad,Affluent,Moderate,3598616.0,2,129,0,RM09,0
CUST0390,2025-10-03,Kolkata,Mass,Conservative,726535.0,4,3,1,RM20,0
CUST0391,2024-09-08,Hyderabad,Affluent,Moderate,2220130.0,6,16,0,RM12,0
CUST0392,2025-09-03,Kolkata,Mass,Moderate,412391.0,2,4,0,RM23,1
CUST0393,2014-03-05,Pune,Mass,Conservative,382202.0,4,144,1,RM23,0
CUST0394,2022-03-23,Hyderabad,Mass,Moderate,579845.0,1,46,0,RM09,0
CUST0395,2025-07-05,Pune,Affluent,Conservative,3229544.0,4,6,1,RM20,0
CUST0396,2017-01-18,Hyderabad,Affluent,Moderate,3348438.0,6,109,0,RM13,0
CUST0397,2016-08-21,Hyderabad,Mass,Aggressive,718446.0,3,114,1,RM11,1
CUST0398,2014-12-30,Delhi,Affluent,Moderate,3856281.0,5,134,0,RM08,0
CUST0399,2019-02-07,Hyderabad,Mass,Moderate,668628.0,3,84,1,RM02,0
CUST0400,2017-11-14,Chennai,HNI,Conservative,10817832.0,6,99,1,RM12,0
CUST0401,2018-09-10,Delhi,Ultra-HNI,Moderate,42064222.0,4,89,0,RM17,0
CUST0402,2017-08-16,Chennai,Mass,Moderate,2048864.0,2,102,0,RM22,0
CUST0403,2019-11-04,Kolkata,Mass,Conservative,454416.0,2,75,1,RM11,0
CUST0404,2025-08-04,Chennai,Mass,Conservative,209359.0,6,5,1,RM04,1
CUST0405,2023-12-13,Chennai,Affluent,Conservative,5947675.0,3,25,0,RM12,0
CUST0406,2014-12-30,Delhi,Mass,Conservative,451783.0,3,134,1,RM08,0
CUST0407,2025-06-05,Kolkata,Affluent,Aggressive,5634710.0,4,7,1,RM23,1
CUST0408,2024-12-07,Mumbai,HNI,Conservative,19021798.0,1,13,1,RM18,0
CUST0409,2016-06-22,Kolkata,Mass,Conservative,902363.0,2,116,0,RM23,0
CUST0410,2014-10-01,Ahmedabad,HNI,Conservative,18916551.0,3,137,1,RM08,0
CUST0411,2020-08-30,Delhi,Mass,Conservative,588738.0,2,65,1,RM12,1
CUST0412,2024-04-11,Hyderabad,HNI,Moderate,37569256.0,4,21,1,RM03,0
CUST0413,2019-01-08,Hyderabad,Affluent,Conservative,1454776.0,3,85,0,RM04,0
CUST0414,2025-08-04,Kolkata,Mass,Conservative,321683.0,3,5,1,RM10,1
CUST0415,2021-09-24,Bengaluru,Mass,Conservative,423597.0,5,52,1,RM10,0
CUST0416,2019-04-08,Pune,Affluent,Moderate,1942092.0,5,82,1,RM17,0
CUST0417,2015-07-28,Mumbai,Affluent,Moderate,3785459.0,2,127,1,RM06,0
CUST0418,2024-08-09,Kolkata,Mass,Moderate,485239.0,3,17,0,RM25,1
CUST0419,2018-10-10,Kolkata,HNI,Conservative,34155202.0,4,88,0,RM20,0
CUST0420,2025-08-04,Delhi,Affluent,Conservative,4693977.0,6,5,0,RM23,0
CUST0421,2020-07-01,Delhi,HNI,Aggressive,17772878.0,4,67,0,RM08,0
CUST0422,2018-01-13,Mumbai,Mass,Conservative,541138.0,1,97,1,RM15,1
CUST0423,2025-07-05,Kolkata,Mass,Moderate,373900.0,4,6,1,RM13,1
CUST0424,2017-03-19,Hyderabad,Mass,Conservative,1088463.0,5,107,0,RM20,0
CUST0425,2014-05-04,Bengaluru,Mass,Conservative,1297413.0,6,142,0,RM22,0
CUST0426,2022-06-21,Hyderabad,Mass,Moderate,342371.0,6,43,1,RM15,0
CUST0427,2016-12-19,Hyderabad,Mass,Moderate,1625573.0,5,110,0,RM25,1
CUST0428,2019-09-05,Mumbai,Affluent,Conservative,3406854.0,4,77,1,RM13,0
CUST0429,2015-01-29,Chennai,Mass,Moderate,440848.0,2,133,1,RM07,0
CUST0430,2019-01-08,Hyderabad,Mass,Moderate,864907.0,6,85,1,RM05,0
CUST0431,2016-06-22,Hyderabad,Affluent,Moderate,6712383.0,3,116,1,RM10,0
CUST0432,2024-01-12,Delhi,Affluent,Aggressive,4738092.0,5,24,1,RM08,0
CUST0433,2022-12-18,Ahmedabad,Affluent,Moderate,4072973.0,5,37,1,RM06,0
CUST0434,2020-09-29,Mumbai,Affluent,Conservative,9389799.0,1,64,0,RM12,0
CUST0435,2015-03-30,Kolkata,Mass,Conservative,473319.0,3,131,1,RM07,0
CUST0436,2018-06-12,Ahmedabad,Affluent,Moderate,4744599.0,5,92,0,RM25,0
CUST0437,2023-06-16,Kolkata,Affluent,Conservative,12508556.0,3,31,1,RM08,0
CUST0438,2015-06-28,Hyderabad,Mass,Aggressive,319638.0,4,128,0,RM16,0
CUST0439,2018-08-11,Delhi,Mass,Aggressive,518183.0,4,90,1,RM19,0
CUST0440,2020-12-28,Bengaluru,HNI,Conservative,35115907.0,1,61,1,RM24,0
CUST0441,2021-05-27,Hyderabad,Mass,Aggressive,891571.0,2,56,1,RM18,0
CUST0442,2017-09-15,Mumbai,Mass,Conservative,1090394.0,3,101,0,RM07,0
CUST0443,2015-07-28,Pune,Mass,Conservative,322144.0,3,127,1,RM14,0
CUST0444,2020-01-03,Ahmedabad,HNI,Aggressive,23841865.0,1,73,1,RM02,0
CUST0445,2015-12-25,Pune,Mass,Moderate,570048.0,1,122,0,RM07,0
CUST0446,2017-08-16,Ahmedabad,HNI,Moderate,69731988.0,2,102,0,RM25,0
CUST0447,2025-02-05,Chennai,HNI,Aggressive,31186572.0,6,11,0,RM01,0
CUST0448,2016-08-21,Bengaluru,Affluent,Conservative,4867374.0,6,114,0,RM09,0
CUST0449,2019-05-08,Mumbai,Mass,Moderate,780418.0,6,81,1,RM02,0
CUST0450,2019-09-05,Chennai,Mass,Aggressive,687075.0,6,77,0,RM14,0
CUST0451,2018-09-10,Mumbai,HNI,Aggressive,29349869.0,6,89,1,RM19,0
CUST0452,2025-04-06,Pune,Ultra-HNI,Moderate,41424169.0,5,9,1,RM02,1
CUST0453,2015-03-30,Kolkata,HNI,Conservative,42338606.0,1,131,1,RM04,0
CUST0454,2015-07-28,Mumbai,HNI,Aggressive,9642976.0,3,127,1,RM22,0
CUST0455,2014-03-05,Hyderabad,Affluent,Conservative,5515729.0,5,144,0,RM07,0
CUST0456,2018-11-09,Hyderabad,Mass,Aggressive,423787.0,3,87,1,RM01,0
CUST0457,2023-02-16,Bengaluru,Mass,Conservative,682758.0,2,35,1,RM03,0
CUST0458,2018-11-09,Delhi,Mass,Conservative,1148251.0,1,87,0,RM23,1
CUST0459,2022-08-20,Pune,Mass,Conservative,260030.0,3,41,1,RM24,0
CUST0460,2019-12-04,Delhi,Mass,Moderate,607512.0,3,74,1,RM05,1
CUST0461,2016-06-22,Mumbai,Mass,Conservative,302088.0,5,116,1,RM08,0
CUST0462,2023-11-13,Hyderabad,Mass,Moderate,571877.0,5,26,1,RM05,1
CUST0463,2020-07-31,Mumbai,Mass,Aggressive,301650.0,1,66,1,RM13,1
CUST0464,2020-03-03,Bengaluru,Affluent,Conservative,5386048.0,4,71,0,RM21,0
CUST0465,2014-12-30,Mumbai,Affluent,Moderate,3897894.0,6,134,1,RM19,0
CUST0466,2019-08-06,Hyderabad,Affluent,Moderate,7431645.0,3,78,1,RM10,0
CUST0467,2021-11-23,Delhi,Affluent,Moderate,9684598.0,6,50,1,RM18,0
CUST0468,2021-05-27,Bengaluru,Mass,Moderate,670780.0,1,56,1,RM07,1
CUST0469,2022-05-22,Chennai,Mass,Aggressive,1090177.0,2,44,1,RM23,0
CUST0470,2024-03-12,Chennai,Mass,Moderate,1426440.0,6,22,0,RM15,0
CUST0471,2017-07-17,Pune,Mass,Moderate,401589.0,5,103,1,RM23,1
CUST0472,2016-12-19,Ahmedabad,Affluent,Conservative,10848989.0,2,110,1,RM07,0
CUST0473,2023-08-15,Hyderabad,Affluent,Moderate,4828391.0,6,29,1,RM24,0
CUST0474,2020-07-31,Chennai,Mass,Conservative,389350.0,3,66,0,RM08,1
CUST0475,2017-01-18,Hyderabad,HNI,Moderate,23546663.0,5,109,0,RM18,1
CUST0476,2017-09-15,Hyderabad,Mass,Moderate,640938.0,2,101,1,RM02,0
CUST0477,2025-01-06,Mumbai,Mass,Moderate,307578.0,3,12,1,RM06,0
CUST0478,2025-06-05,Chennai,HNI,Moderate,10905340.0,2,7,0,RM14,0
CUST0479,2025-02-05,Pune,Affluent,Moderate,12126010.0,3,11,1,RM13,0
CUST0480,2020-01-03,Kolkata,Affluent,Conservative,5743369.0,4,73,1,RM04,0
CUST0481,2015-02-28,Mumbai,Affluent,Moderate,11131920.0,5,132,1,RM01,0
CUST0482,2025-02-05,Pune,Mass,Aggressive,530314.0,4,11,0,RM21,0
CUST0483,2017-09-15,Mumbai,Affluent,Moderate,3170641.0,1,101,1,RM07,0
CUST0484,2017-04-18,Mumbai,Affluent,Conservative,1952297.0,4,106,1,RM19,0
CUST0485,2014-08-02,Mumbai,Mass,Moderate,1135664.0,3,139,0,RM05,1
CUST0486,2019-02-07,Mumbai,Mass,Conservative,835836.0,1,84,1,RM08,0
CUST0487,2014-09-01,Mumbai,Ultra-HNI,Moderate,53020570.0,2,138,0,RM01,0
CUST0488,2020-07-31,Hyderabad,Mass,Conservative,431222.0,6,66,1,RM14,0
CUST0489,2022-10-19,Ahmedabad,HNI,Moderate,37136789.0,3,39,0,RM13,1
CUST0490,2014-06-03,Kolkata,Mass,Aggressive,604910.0,5,141,0,RM15,0
CUST0491,2019-10-05,Pune,Mass,Conservative,608498.0,2,76,0,RM19,0
CUST0492,2022-02-21,Mumbai,Affluent,Moderate,3540989.0,6,47,1,RM17,0
CUST0493,2018-05-13,Ahmedabad,Affluent,Conservative,3938213.0,5,93,0,RM06,1
CUST0494,2020-12-28,Hyderabad,Mass,Conservative,902486.0,1,61,1,RM11,0
CUST0495,2017-02-17,Mumbai,Mass,Moderate,305987.0,5,108,0,RM02,1
CUST0496,2017-03-19,Pune,Mass,Moderate,697143.0,6,107,1,RM17,0
CUST0497,2025-10-03,Pune,Affluent,Aggressive,,6,3,1,RM10,0
CUST0498,2019-10-05,Chennai,Mass,Conservative,636489.0,5,76,1,RM05,1
CUST0499,2015-10-26,Pune,Affluent,Conservative,8799142.0,5,124,0,RM22,0
CUST0500,2018-03-14,Pune,Mass,Moderate,1393975.0,4,95,1,RM12,1
CUST0501,2017-06-17,Hyderabad,Mass,,1096146.0,1,104,0,RM02,1
CUST0502,2014-06-03,Bengaluru,Mass,Moderate,496257.0,1,141,0,RM03,0
CUST0503,2021-11-23,Ahmedabad,Mass,Moderate,653991.0,2,50,1,RM08,0
CUST0504,2017-09-15,Hyderabad,Affluent,Aggressive,5959600.0,2,101,1,RM24,0
CUST0505,2025-08-04,Chennai,Ultra-HNI,Conservative,51237283.0,6,5,0,RM03,0
CUST0506,2024-03-12,Kolkata,Mass,Aggressive,505666.0,6,22,1,RM11,0
CUST0507,2017-09-15,Delhi,Mass,Aggressive,489196.0,2,101,1,RM10,0
CUST0508,2023-06-16,Ahmedabad,HNI,Conservative,80946476.0,3,31,1,RM16,0
CUST0509,2016-08-21,Pune,Mass,Conservative,574491.0,5,114,1,RM15,0
CUST0510,2015-08-27,Pune,Mass,Moderate,1200336.0,5,126,1,RM13,0
CUST0511,2015-05-29,Bengaluru,Affluent,Moderate,3054630.0,6,129,1,RM21,0
CUST0512,2025-06-05,Bengaluru,Mass,Conservative,1700302.0,5,7,1,RM01,0
CUST0513,2022-02-21,Ahmedabad,Mass,Moderate,541516.0,5,47,1,RM10,1
CUST0514,2019-12-04,Pune,HNI,Moderate,20572744.0,5,74,0,RM02,0
CUST0515,2025-10-03,Mumbai,Affluent,Aggressive,1798283.0,6,3,1,RM08,0
CUST0516,2015-03-30,Kolkata,Affluent,,9106244.0,3,131,1,RM07,0
CUST0517,2014-07-03,Mumbai,Mass,Aggressive,1388329.0,2,140,0,RM23,0
CUST0518,2016-10-20,Chennai,Mass,Moderate,347091.0,6,112,1,RM17,0
CUST0519,2022-08-20,Chennai,HNI,Moderate,38128885.0,1,41,1,RM06,0
CUST0520,2024-08-09,Bengaluru,HNI,Conservative,9576590.0,2,17,0,RM17,1
CUST0521,2016-02-23,Chennai,Affluent,Moderate,6975938.0,1,120,1,RM21,0
CUST0522,2017-03-19,Delhi,Mass,Aggressive,569183.0,6,107,1,RM05,0
CUST0523,2014-10-01,Pune,Affluent,Aggressive,10275572.0,6,137,1,RM15,0
CUST0524,2021-05-27,Pune,Mass,Moderate,764820.0,3,56,0,RM13,0
CUST0525,2023-12-13,Kolkata,Affluent,Conservative,8224663.0,1,25,0,RM23,0
CUST0526,2015-04-29,Chennai,Affluent,Conservative,9733718.0,2,130,0,RM10,0
CUST0527,2024-09-08,Hyderabad,Mass,Moderate,568225.0,4,16,0,RM17,1
CUST0528,2019-03-09,Delhi,Mass,Conservative,656346.0,3,83,0,RM15,1
CUST0529,2020-06-01,Bengaluru,Affluent,Conservative,2674279.0,5,68,1,RM09,0
CUST0530,2019-06-07,Hyderabad,HNI,Aggressive,16942351.0,5,80,1,RM09,0
CUST0531,2021-03-28,Chennai,Mass,Conservative,1924603.0,3,58,1,RM22,1
CUST0532,2025-11-02,Ahmedabad,Mass,Moderate,1010566.0,4,2,1,RM23,1
CUST0533,2018-08-11,Bengaluru,Affluent,Conservative,2774027.0,1,90,1,RM07,0
CUST0534,2023-01-17,Mumbai,Mass,Conservative,1635786.0,1,36,0,RM12,1
CUST0535,2024-08-09,Kolkata,Mass,Conservative,825952.0,3,17,0,RM04,1
CUST0536,2021-01-27,Hyderabad,Mass,Conservative,1052916.0,1,60,0,RM11,1
CUST0537,2022-07-21,Mumbai,Mass,Moderate,873385.0,1,42,1,RM22,0
CUST0538,2017-05-18,Ahmedabad,Mass,Moderate,840042.0,5,105,1,RM18,0
CUST0539,2021-08-25,Delhi,HNI,Moderate,6659785.0,1,53,0,RM13,1
CUST0540,2019-11-04,Ahmedabad,HNI,Aggressive,36732337.0,2,75,1,RM20,0
CUST0541,2020-04-02,Bengaluru,Affluent,Moderate,1426103.0,5,70,1,RM14,0
CUST0542,2015-11-25,Bengaluru,Mass,Moderate,1166052.0,2,123,0,RM11,0
CUST0543,2024-10-08,Delhi,Affluent,Moderate,5204853.0,2,15,1,RM01,0
CUST0544,2025-08-04,Delhi,Mass,Moderate,1055838.0,5,5,0,RM03,0
CUST0545,2015-09-26,Kolkata,Affluent,,5376031.0,1,125,1,RM14,0
CUST0546,2022-02-21,Chennai,Mass,Aggressive,1183994.0,2,47,1,RM03,1
CUST0547,2017-06-17,Hyderabad,Affluent,Moderate,4971448.0,4,104,0,RM01,0
CUST0548,2018-11-09,Bengaluru,Mass,Moderate,778287.0,1,87,0,RM09,1
CUST0549,2016-12-19,Chennai,HNI,Moderate,24964327.0,4,110,1,RM14,0
CUST0550,2018-03-14,Chennai,Affluent,Aggressive,13847200.0,3,95,1,RM19,0
CUST0551,2023-01-17,Bengaluru,Mass,Moderate,927726.0,2,36,1,RM25,0
CUST0552,2020-01-03,Hyderabad,HNI,Moderate,9684830.0,4,73,1,RM17,0
CUST0553,2022-04-22,Chennai,Mass,Moderate,489016.0,1,45,0,RM25,0
CUST0554,2021-03-28,Kolkata,Mass,Moderate,926568.0,4,58,0,RM08,0
CUST0555,2019-07-07,Kolkata,Affluent,Conservative,9852154.0,3,79,1,RM17,0
CUST0556,2025-02-05,Pune,Affluent,Aggressive,3312267.0,1,11,0,RM01,0
CUST0557,2025-08-04,Mumbai,Mass,Aggressive,2285906.0,5,5,1,RM04,0
CUST0558,2017-09-15,Ahmedabad,Mass,Conservative,734483.0,3,101,0,RM17,0
CUST0559,2024-12-07,Pune,Mass,Conservative,840416.0,1,13,1,RM08,1
CUST0560,2015-03-30,Pune,Mass,Aggressive,334570.0,3,131,1,RM15,1
CUST0561,2018-05-13,Pune,Mass,Conservative,1231634.0,5,93,0,RM24,0
CUST0562,2016-05-23,Hyderabad,Mass,Conservative,521862.0,3,117,1,RM20,0
CUST0563,2020-06-01,Hyderabad,Mass,Conservative,442460.0,3,68,1,RM09,0
CUST0564,2017-09-15,Mumbai,Affluent,Conservative,4138667.0,1,101,1,RM18,1
CUST0565,2023-10-14,Ahmedabad,Affluent,Moderate,10541896.0,1,27,1,RM24,0
CUST0566,2018-06-12,Kolkata,HNI,Moderate,25815841.0,2,92,0,RM07,1
CUST0567,2022-04-22,Ahmedabad,Mass,Moderate,408948.0,2,45,1,RM14,0
CUST0568,2016-10-20,Pune,Mass,,498138.0,4,112,1,RM19,0
CUST0569,2021-08-25,Bengaluru,Mass,Moderate,1447867.0,3,53,0,RM17,1
CUST0570,2016-10-20,Bengaluru,Mass,Conservative,585564.0,1,112,1,RM13,0
CUST0571,2015-05-29,Kolkata,Affluent,Moderate,6706363.0,4,129,0,RM11,0
CUST0572,2025-12-02,Delhi,Mass,Moderate,1038380.0,6,1,1,RM15,0
CUST0573,2025-03-07,Hyderabad,Affluent,Aggressive,751636.0,6,10,0,RM13,0
CUST0574,2021-09-24,Pune,HNI,Aggressive,40054653.0,6,52,1,RM09,0
CUST0575,2019-07-07,Delhi,Mass,Moderate,417294.0,3,79,0,RM22,0
CUST0576,2015-09-26,Mumbai,Mass,Moderate,546898.0,3,125,1,RM20,0
CUST0577,2020-09-29,Mumbai,Affluent,Moderate,11489751.0,1,64,1,RM17,1
CUST0578,2015-11-25,Kolkata,Affluent,Moderate,10920463.0,5,123,1,RM05,0
CUST0579,2017-04-18,Bengaluru,Mass,Moderate,874467.0,3,106,1,RM13,0
CUST0580,2017-07-17,Delhi,Affluent,Aggressive,7355668.0,4,103,0,RM06,0
CUST0581,2015-02-28,Ahmedabad,Mass,Aggressive,1141917.0,2,132,1,RM05,0
CUST0582,2022-04-22,Hyderabad,Affluent,Moderate,10819923.0,2,45,0,RM06,1
CUST0583,2018-01-13,Mumbai,Affluent,Moderate,11604698.0,5,97,1,RM04,0
CUST0584,2016-07-22,Bengaluru,Mass,Moderate,707559.0,3,115,1,RM20,0
CUST0585,2014-07-03,Chennai,Mass,Conservative,444545.0,4,140,0,RM13,0
CUST0586,2023-03-18,Chennai,Affluent,Moderate,4282324.0,6,34,0,RM19,1
CUST0587,2016-08-21,Kolkata,Affluent,Aggressive,5284563.0,2,114,1,RM25,0
CUST0588,2023-04-17,Kolkata,HNI,Aggressive,19407173.0,1,33,1,RM07,0
CUST0589,2014-08-02,Mumbai,Mass,Aggressive,382169.0,5,139,0,RM05,0
CUST0590,2019-08-06,Bengaluru,Affluent,Moderate,6265551.0,4,78,1,RM04,0
CUST0591,2015-07-28,Hyderabad,Affluent,Moderate,2080372.0,3,127,1,RM01,0
CUST0592,2019-03-09,Mumbai,Affluent,Moderate,5164421.0,4,83,1,RM01,0
CUST0593,2025-02-05,Hyderabad,Mass,Moderate,724014.0,6,11,0,RM15,0
CUST0594,2021-10-24,Mumbai,Mass,Conservative,710499.0,2,51,1,RM18,0
CUST0595,2018-10-10,Hyderabad,Affluent,Moderate,7869527.0,5,88,1,RM08,0
CUST0596,2018-11-09,Mumbai,Mass,,990112.0,4,87,0,RM14,0
CUST0597,2019-06-07,Pune,Mass,Moderate,2264384.0,5,80,1,RM06,0
CUST0598,2017-07-17,Chennai,Mass,Aggressive,501620.0,6,103,0,RM18,0
CUST0599,2019-02-07,Ahmedabad,HNI,Moderate,23300226.0,1,84,0,RM18,1
CUST0600,2023-11-13,Mumbai,Affluent,Conservative,5546738.0,1,26,0,RM18,1
CUST0601,2025-01-06,Kolkata,HNI,Moderate,21918528.0,1,12,1,RM13,1
CUST0602,2022-07-21,Chennai,HNI,Moderate,9965808.0,2,42,1,RM22,0
CUST0603,2024-05-11,Chennai,Affluent,Moderate,2570031.0,3,20,0,RM03,0
