date,open,high,low,close,volume
2022-10-21,17340.6,17362.51,17088.62,17123.56,223579541.0
2022-10-24,17140.68,17226.3,17106.44,17192.05,40982685.0
2022-10-25,17095.49,17101.58,16826.92,16833.5,136151965.0
2022-10-26,16837.25,16887.12,16662.61,16683.32,158855472.0
2022-10-27,16670.35,16698.69,16605.27,16627.31,227475459.0
2022-10-28,16676.44,16708.01,16516.47,16594.82,287149163.0
2022-10-31,16611.63,16932.92,16568.49,16879.39,140454004.0
2022-11-01,16835.11,17067.32,16770.4,17047.95,190504583.0
2022-11-02,17070.84,17175.56,16914.38,16918.18,208377308.0
2022-11-03,16891.97,17039.76,16869.11,16977.35,251280892.0
2022-11-04,16957.76,17034.13,16914.5,16927.78,179160335.0
2022-11-07,16938.4,16958.82,16862.54,16895.97,127309525.0
2022-11-08,16879.35,16970.4,16794.4,16931.68,234727380.0
2022-11-09,16961.92,17038.87,16952.34,17030.16,270272933.0
2022-11-10,17003.78,17004.46,16967.62,16990.22,192744182.0
2022-11-11,16969.19,17191.61,16913.39,17153.75,220954471.0
2022-11-14,17131.23,17201.04,16960.34,16997.17,172713110.0
2022-11-15,16977.94,17050.11,16947.65,17007.2,155659831.0
2022-11-16,17044.59,17410.47,17044.07,17396.22,262930209.0
2022-11-17,17418.1,17443.8,17418.09,17438.58,219859406.0
2022-11-18,17498.22,17692.09,17484.59,17661.79,226284407.0
2022-11-21,17741.89,17807.33,17574.05,17685.02,300390015.0
2022-11-22,17648.56,17801.12,17630.76,17782.07,146809171.0
2022-11-23,17784.57,17842.81,17656.15,17783.02,169003949.0
2022-11-24,17741.19,17792.75,17723.82,17766.8,206172001.0
2022-11-25,17739.17,17746.57,17656.93,17658.94,168423515.0
2022-11-28,17636.69,17738.25,17634.39,17733.15,245615590.0
2022-11-29,17695.66,17739.98,17601.7,17614.7,187170068.0
2022-11-30,17577.64,17727.97,17576.13,17724.14,149392975.0
2022-12-01,17719.03,17965.63,17716.23,17897.99,200919737.0
2022-12-02,17854.44,17969.88,17821.6,17963.47,206889389.0
2022-12-05,17993.73,18041.76,17900.26,17929.42,256262015.0
2022-12-06,17896.51,18034.99,17845.63,18008.4,220207194.0
2022-12-07,18109.59,18120.5,17807.82,17970.84,224440453.0
2022-12-08,17954.62,18144.34,17916.06,18124.03,215760956.0
2022-12-09,18126.64,18153.03,17848.29,17853.65,187126926.0
2022-12-12,17807.4,17840.28,17727.5,17812.34,161410061.0
2022-12-13,17873.12,17920.79,17516.73,17522.85,213869107.0
2022-12-14,17562.08,17637.08,17262.39,17310.85,179686651.0
2022-12-15,17321.13,17574.44,17298.14,17522.09,316600198.0
2022-12-16,17474.89,17714.91,17420.1,17665.4,287234939.0
2022-12-19,17672.84,17720.74,17542.23,17567.11,235493755.0
2022-12-20,17527.71,17531.69,17323.89,17353.48,219304282.0
2022-12-21,17404.23,17427.79,16840.78,16930.74,192454720.0
2022-12-22,16958.14,17016.05,16768.82,16861.74,138569886.0
2022-12-23,16864.96,17244.29,16804.66,17221.47,185668201.0
2022-12-26,17137.55,17319.14,17058.96,17294.52,202934131.0
2022-12-27,17260.5,17295.29,17168.9,17221.68,210342521.0
2022-12-28,17245.37,17315.56,17215.5,17299.17,224968327.0
2022-12-29,17341.13,17402.44,17036.5,17080.31,255305763.0
2022-12-30,17118.2,17128.43,17038.59,17046.34,162501348.0
2023-01-02,16992.06,17196.49,16968.05,17069.91,162914947.0
2023-01-03,17080.2,17088.94,17065.08,17066.57,296109498.0
2023-01-04,17101.23,17205.85,17088.41,17190.89,244781086.0
2023-01-05,17133.87,17250.78,17029.08,17250.57,176809623.0
2023-01-06,17250.3,17371.51,17192.25,17358.15,191420066.0
2023-01-09,17367.66,17390.34,17261.93,17266.13,191661258.0
2023-01-10,17255.74,17516.18,17230.64,17407.73,199005049.0
2023-01-11,17343.25,17704.68,17314.1,17659.9,225166630.0
2023-01-12,17648.4,17693.88,17505.41,17524.26,401130740.0
2023-01-13,17512.79,17523.7,17355.2,17401.86,208017306.0
2023-01-16,17396.71,17693.01,17279.01,17610.01,237464211.0
2023-01-17,17590.16,17631.49,17568.68,17590.82,123011268.0
2023-01-18,17575.23,17879.25,17547.86,17811.52,172210479.0
2023-01-19,17810.11,17855.91,17743.54,17754.17,278260477.0
2023-01-20,17769.88,17985.23,17708.69,17984.75,220773602.0
2023-01-23,17973.8,18107.76,17969.0,18014.52,57716168.0
2023-01-24,17999.76,18132.0,17920.68,18063.78,238225079.0
2023-01-25,18067.12,18373.05,18011.44,18315.46,337503362.0
2023-01-27,18245.1,18294.57,18204.01,18269.01,112802140.0
2023-01-30,18286.44,18347.27,18087.26,18133.17,301846313.0
2023-01-31,18133.15,18145.63,18054.19,18073.85,90771182.0
2023-02-01,18075.28,18181.66,18050.99,18153.21,256500123.0
2023-02-02,18188.09,18213.78,17817.71,17922.81,196776354.0
2023-02-03,17852.81,18069.85,17833.93,18029.86,102155636.0
2023-02-06,17958.68,18021.27,17938.84,17957.1,223499244.0
2023-02-07,17966.93,18192.16,17947.0,18142.88,272251037.0
2023-02-08,18142.62,18151.01,17755.1,17786.92,218410824.0
2023-02-09,17792.97,17844.72,17561.92,17677.87,232349146.0
2023-02-10,17661.53,17727.13,17384.94,17435.61,175777700.0
2023-02-13,17458.78,17493.61,17299.57,17322.87,117131860.0
2023-02-14,17355.18,17417.53,17345.85,17368.69,239418093.0
2023-02-15,17385.5,17426.4,17344.41,17351.55,321957818.0
2023-02-16,17342.5,17437.51,17285.24,17323.5,270635279.0
2023-02-17,17250.47,17368.23,17170.01,17309.36,113056106.0
2023-02-20,17335.99,17417.75,17305.31,17348.61,129065368.0
2023-02-21,17391.0,17425.25,17151.07,17209.74,155651335.0
2023-02-22,17231.93,17427.36,17140.35,17322.74,126274273.0
2023-02-23,17292.26,17460.85,17246.83,17429.93,199709262.0
2023-02-24,17453.42,17549.78,17338.09,17496.45,220224144.0
2023-02-27,17526.56,17616.4,17446.97,17588.84,132160688.0
2023-02-28,17643.68,17685.03,17635.66,17642.66,245202747.0
2023-03-01,17611.75,18016.85,17586.79,17960.13,233410462.0
2023-03-02,17952.0,17960.27,17880.67,17956.46,169187046.0
2023-03-03,17983.3,17985.71,17814.71,17919.26,187951375.0
2023-03-06,17921.32,17962.09,17797.7,17814.4,114267833.0
2023-03-07,17774.59,17781.62,17643.08,17668.25,179730056.0
2023-03-09,17682.9,17751.52,17455.4,17491.71,197661749.0
2023-03-10,17511.95,17554.66,17331.73,17369.37,206797234.0
2023-03-13,17372.43,17384.68,17348.43,17368.25,219329458.0
2023-03-14,17375.88,17490.56,17361.11,17427.01,211215117.0
2023-03-15,17417.99,17528.51,17386.06,17443.94,183180720.0
2023-03-16,17495.51,17536.42,17255.36,17340.1,213710869.0
2023-03-17,17308.86,17497.72,17225.93,17482.65,261140453.0
2023-03-20,17462.11,17641.85,17452.56,17602.31,192048891.0
2023-03-21,17602.7,17637.91,17520.28,17587.87,215598096.0
2023-03-22,17618.79,17626.89,17443.45,17499.91,187234444.0
2023-03-23,17447.5,17634.6,17399.18,17591.11,164580028.0
2023-03-24,17545.01,17694.73,17483.85,17628.69,228353701.0
2023-03-27,17556.85,17574.42,17409.28,17422.36,168852605.0
2023-03-28,17423.5,17433.2,17418.18,17421.63,219776379.0
2023-03-29,17382.66,17505.88,17358.44,17469.84,198820209.0
2023-03-30,17456.4,17485.0,17293.28,17346.05,181161288.0
2023-03-31,17368.99,17409.98,17302.99,17397.32,179937478.0
2023-04-03,17375.0,17404.01,17091.19,17093.68,171094419.0
2023-04-04,17101.59,17393.87,17077.7,17391.64,124420270.0
2023-04-05,17381.23,17697.17,17345.48,17675.28,219576363.0
2023-04-06,17699.04,17737.6,17547.94,17629.76,210465670.0
2023-04-07,17646.51,17739.93,17642.15,17720.28,250234158.0
2023-04-10,17695.76,17731.24,17138.83,17204.38,169980123.0
2023-04-11,17198.58,17233.13,16940.16,16967.3,335357409.0
2023-04-12,17002.72,17005.36,16902.46,16914.88,177356774.0
2023-04-13,16928.19,16959.86,16696.57,16699.35,154386429.0
2023-04-17,16652.69,16885.52,16567.88,16858.89,149344790.0
2023-04-18,16881.0,17353.46,16808.66,17295.09,121387895.0
2023-04-19,17257.57,17323.1,17045.52,17052.43,302967413.0
2023-04-20,17100.6,17155.27,16846.8,16884.61,289567465.0
2023-04-21,16919.19,16971.49,16881.02,16944.17,233387015.0
2023-04-24,16953.99,17401.22,16945.61,17298.87,153482196.0
2023-04-25,17304.31,17314.13,17002.08,17046.41,327551204.0
2023-04-26,17039.28,17265.06,16976.1,17109.44,178753556.0
2023-04-27,17132.66,17525.5,17116.65,17513.55,182940727.0
2023-04-28,17500.56,17513.96,17146.68,17165.58,294984255.0
2023-05-02,17173.67,17194.16,16833.79,16902.66,237219151.0
2023-05-03,16932.14,16951.05,16764.76,16823.12,365329001.0
2023-05-04,16804.22,16846.35,16685.26,16723.66,211480262.0
2023-05-05,16703.05,16909.95,16631.81,16904.17,176499989.0
2023-05-08,16863.79,17055.54,16828.59,16965.11,166198702.0
2023-05-09,16928.99,16941.14,16552.45,16602.45,117604877.0
2023-05-10,16541.74,16732.99,16505.64,16719.42,182451179.0
2023-05-11,16743.82,16789.48,16600.25,16608.75,271775287.0
2023-05-12,16668.84,16906.42,16599.31,16885.22,233262169.0
2023-05-15,16933.35,16940.16,16753.47,16762.96,198378274.0
2023-05-16,16708.44,16738.93,16565.14,16639.72,149292549.0
2023-05-17,16663.84,16801.39,16661.18,16762.34,210190421.0
2023-05-18,16810.02,17068.46,16726.54,16932.74,261929996.0
2023-05-19,16917.27,17051.17,16890.43,17037.7,222536433.0
2023-05-22,17041.16,17115.65,16673.19,16692.12,206680741.0
2023-05-23,16625.09,16849.7,16529.93,16814.48,157802034.0
2023-05-24,16823.45,16826.05,16565.85,16608.09,251464128.0
2023-05-25,16572.76,16693.96,16551.73,16666.63,82068650.0
2023-05-26,16673.28,16701.03,16341.9,16382.11,219573327.0
2023-05-29,16330.96,16516.75,16262.48,16483.29,405118491.0
2023-05-30,16501.19,16533.11,16280.23,16327.37,129301242.0
2023-05-31,16360.83,16377.54,16060.91,16076.98,184362880.0
2023-06-01,16051.8,16273.11,15947.87,16230.45,196817000.0
2023-06-02,16193.54,16319.24,16191.73,16288.96,173289958.0
2023-06-05,16218.72,16263.37,16124.28,16173.78,263663647.0
2023-06-06,16165.16,16538.12,16160.25,16479.37,225151999.0
2023-06-07,16460.2,16512.75,16345.3,16398.32,205847076.0
2023-06-08,16347.45,16448.3,16326.64,16414.39,246589684.0
2023-06-09,16429.26,16527.46,16428.31,16479.18,198180779.0
2023-06-12,16464.35,16466.29,16292.75,16361.49,480511662.0
2023-06-13,16326.29,16506.03,16325.96,16467.65,205792130.0
2023-06-15,16402.73,16445.2,16281.01,16293.08,122187700.0
2023-06-16,16312.73,16591.37,16246.95,16582.56,169410260.0
2023-06-19,16578.25,16609.44,16357.78,16377.73,271987250.0
2023-06-20,16398.01,16416.7,15872.2,15900.34,135715600.0
2023-06-21,15863.42,16281.22,15745.91,16233.15,107810325.0
2023-06-22,16234.2,16843.83,16203.91,16768.47,199046362.0
2023-06-23,16773.41,16809.24,16679.97,16693.38,289541287.0
2023-06-26,16677.69,16705.95,16275.34,16303.5,199608148.0
2023-06-27,16317.7,16351.48,16239.4,16249.74,179535786.0
2023-06-28,16224.38,16290.96,16182.52,16201.07,117227069.0
2023-06-29,16217.59,16265.32,16169.41,16172.0,223882328.0
2023-06-30,16189.85,16224.98,15905.7,15957.71,237376258.0
2023-07-03,15864.61,16100.27,15835.25,16083.03,119773725.0
2023-07-04,16121.32,16264.38,16073.62,16198.19,271010760.0
2023-07-05,16099.46,16168.14,15881.91,15907.61,244419054.0
2023-07-06,15888.01,16096.12,15887.44,16056.53,270842617.0
2023-07-07,16089.46,16487.64,16074.26,16483.37,232264420.0
2023-07-10,16472.91,16586.94,16352.99,16528.4,236872163.0
2023-07-11,16479.93,16485.66,16428.01,16468.37,228215713.0
2023-07-12,16432.35,16500.91,16417.66,16448.67,251555009.0
2023-07-13,16482.45,16650.01,16445.35,16585.24,118538436.0
2023-07-14,16521.5,16531.73,16152.7,16239.69,129566310.0
2023-07-17,16276.36,16332.56,16233.06,16282.5,160518183.0
2023-07-18,16280.71,16301.14,16179.6,16212.59,190212105.0
2023-07-19,16173.93,16629.59,16149.06,16601.02,219898874.0
2023-07-20,16581.66,16639.54,16561.69,16574.5,216026331.0
2023-07-21,16540.78,16949.03,16515.14,16933.47,269691596.0
2023-07-24,16962.81,17019.02,16673.09,16711.1,272072377.0
2023-07-25,16735.58,16865.64,16716.03,16843.96,154504251.0
2023-07-26,16786.05,16938.53,16775.19,16921.13,210880316.0
2023-07-27,16907.47,16931.8,16745.87,16747.98,155570127.0
2023-07-28,16719.07,16811.02,16697.45,16794.87,187125641.0
2023-07-31,16838.32,17113.47,16826.73,17061.22,215851576.0
2023-08-01,17015.15,17043.14,16999.12,17002.13,75948088.0
2023-08-02,17056.68,17058.79,16623.92,16655.95,387469746.0
2023-08-03,16654.84,16664.99,16570.21,16661.92,231153934.0
2023-08-04,16623.2,16658.32,16432.6,16484.55,166949692.0
2023-08-07,16462.22,16512.85,16402.59,16423.66,338374399.0
2023-08-08,16397.33,16466.49,16381.58,16416.4,178968303.0
2023-08-09,16374.55,16397.46,15994.51,16079.39,204710107.0
2023-08-10,16082.44,16145.98,15724.29,15767.03,172103667.0
2023-08-11,15728.31,15929.03,15693.62,15871.5,313264272.0
2023-08-14,15802.29,15908.2,15731.35,15777.25,191539436.0
2023-08-16,15765.27,15812.65,15273.46,15288.3,205684818.0
2023-08-17,15233.17,15514.08,15170.42,15447.95,276316913.0
2023-08-18,15424.71,15513.57,15402.57,15509.6,232369433.0
2023-08-21,15481.4,15558.57,15281.4,15380.71,194274475.0
2023-08-22,15353.91,15438.85,15127.44,15138.36,269185010.0
2023-08-23,15198.94,15317.9,15176.13,15306.19,401522971.0
2023-08-24,15307.92,15409.39,15239.58,15382.07,215586962.0
2023-08-25,15389.62,15899.75,15339.5,15856.24,203808793.0
2023-08-28,15799.91,15951.96,15737.93,15948.96,206906091.0
2023-08-29,15928.1,16065.32,15890.02,16035.71,284692514.0
2023-08-30,16042.62,16112.54,15977.87,16011.54,166786420.0
2023-08-31,15978.73,16207.0,15901.96,16185.2,182465392.0
2023-09-01,16214.59,16395.52,16178.13,16321.59,128253069.0
2023-09-04,16282.33,16642.08,16233.09,16588.57,141600036.0
2023-09-05,16579.07,16622.33,16444.98,16490.35,170631360.0
2023-09-06,16471.02,16494.97,16380.52,16410.33,194188062.0
2023-09-07,16415.72,16442.6,16308.92,16321.77,323705053.0
2023-09-08,16300.86,16547.75,16292.58,16493.45,229193683.0
2023-09-11,16484.51,16852.39,16421.59,16815.0,152796574.0
2023-09-12,16807.06,16852.9,16690.93,16728.5,160879382.0
2023-09-13,16703.93,16761.64,16644.97,16649.53,289866094.0
2023-09-14,16665.68,16780.57,16617.95,16724.69,270410274.0
2023-09-15,16732.66,16775.46,16642.53,16683.03,198814338.0
2023-09-18,16680.07,16905.67,16672.08,16892.52,174265854.0
2023-09-19,16877.98,16891.06,16418.93,16433.17,270283291.0
2023-09-20,16459.35,16483.3,16188.75,16273.64,149359753.0
2023-09-21,16265.96,16282.4,16073.48,16124.57,220138733.0
2023-09-22,16114.68,16155.47,15657.69,15672.66,372722419.0
2023-09-25,15675.94,15739.42,15487.55,15493.96,208927861.0
2023-09-26,15546.53,15587.22,15323.14,15326.59,158748118.0
2023-09-27,15285.5,15305.48,15237.84,15296.95,221271992.0
2023-09-28,15320.5,15573.74,15265.93,15520.22,172930019.0
2023-09-29,15461.46,15483.78,15450.5,15481.7,133504743.0
2023-10-03,15488.43,15553.72,15283.67,15292.33,240033747.0
2023-10-04,15340.5,15384.96,15257.99,15290.29,269746620.0
2023-10-05,15305.23,15518.31,15239.5,15501.09,180807978.0
2023-10-06,15506.38,15522.29,15280.23,15321.99,177480980.0
2023-10-09,15304.82,15334.55,15144.15,15157.34,150693976.0
2023-10-10,15158.28,15347.71,15076.69,15272.37,189143781.0
2023-10-11,15264.67,15304.81,15170.42,15238.94,168515257.0
2023-10-12,15214.99,15387.22,15214.64,15371.66,148621126.0
2023-10-13,15362.75,15382.89,15345.87,15377.93,335055675.0
2023-10-16,15384.03,15573.23,15341.82,15522.37,224776692.0
2023-10-17,15498.55,15513.92,15317.86,15331.69,231541719.0
2023-10-18,15306.97,15412.41,15256.15,15338.24,252608616.0
2023-10-19,15296.51,15329.26,15264.82,15306.74,244784830.0
2023-10-20,15318.7,15336.86,15036.71,15084.58,175707144.0
2023-10-23,15101.03,15225.59,14789.1,14801.19,212896083.0
2023-10-24,14808.05,14938.98,14725.74,14937.24,182940489.0
2023-10-25,14966.07,14980.13,14837.3,14880.46,223019510.0
2023-10-26,14883.08,14919.63,14675.11,14700.01,217057629.0
2023-10-27,14711.54,14759.27,14689.91,14690.84,177211612.0
2023-10-30,14699.77,14922.66,14580.97,14908.07,135949813.0
2023-10-31,14905.34,14913.28,14443.38,14497.43,205497900.0
2023-11-01,14482.04,14498.43,14231.12,14236.96,186288022.0
2023-11-02,14300.01,14382.24,14047.21,14081.81,116185170.0
2023-11-03,14069.08,14398.39,14027.09,14349.66,227382753.0
2023-11-06,14330.55,14450.31,14301.42,14408.77,258471447.0
2023-11-07,14421.28,14648.19,14391.49,14556.05,400386069.0
2023-11-08,14563.38,14596.86,14342.93,14358.37,176788506.0
2023-11-09,14318.03,14335.2,14091.32,14167.02,169635176.0
2023-11-10,14198.83,14329.34,14129.67,14254.78,144582684.0
2023-11-12,14269.03,14340.31,14240.53,14311.8,27929126.0
2023-11-13,14252.09,14306.33,14236.71,14273.42,209120193.0
2023-11-14,14241.71,14404.01,14221.95,14379.97,208750243.0
2023-11-15,14414.16,14470.57,14320.49,14354.57,157169755.0
2023-11-16,14372.53,14444.92,14318.33,14412.9,187824698.0
2023-11-17,14376.45,14493.51,14348.67,14449.77,113348036.0
2023-11-20,14501.13,14658.89,14469.2,14599.37,255666773.0
2023-11-21,14618.61,14803.43,14604.64,14755.92,158967415.0
2023-11-22,14755.62,14773.6,14458.63,14468.5,195348601.0
2023-11-23,14514.52,14559.3,14054.7,14075.86,132292487.0
2023-11-24,14080.34,14270.75,14075.35,14261.46,167574903.0
2023-11-27,14260.66,14495.2,14129.19,14483.15,182400335.0
2023-11-28,14464.02,14485.49,14300.14,14307.82,196630828.0
2023-11-29,14324.47,14348.28,13960.16,13987.11,225611511.0
2023-11-30,14000.44,14037.05,13981.71,14012.54,295134287.0
2023-12-01,14012.95,14211.13,14008.64,14184.73,242172069.0
2023-12-04,14162.32,14534.72,14092.55,14515.46,258241582.0
2023-12-05,14519.23,14620.56,14505.67,14617.89,295715721.0
2023-12-06,14615.85,14635.2,14539.42,14558.54,231367567.0
2023-12-07,14519.71,14526.31,14360.09,14405.23,195236457.0
2023-12-08,14362.83,14439.43,14347.21,14415.63,261658645.0
2023-12-11,14431.92,14521.19,14331.4,14370.11,266382179.0
2023-12-12,14295.33,14335.62,14093.28,14197.13,236533033.0
2023-12-13,14202.96,14616.5,14182.63,14573.83,131261788.0
2023-12-14,14559.89,15049.47,14526.65,14911.31,155847910.0
2023-12-15,14950.33,15156.74,14934.49,15133.32,182642427.0
2023-12-18,15118.38,15140.36,14932.8,14968.78,245373938.0
2023-12-19,14988.52,15170.33,14981.83,15138.36,196077981.0
2023-12-20,15126.34,15314.93,15067.89,15268.71,271188095.0
2023-12-21,15272.18,15382.75,15258.65,15362.29,285075967.0
2023-12-22,15384.93,15636.88,15363.35,15613.17,275960343.0
2023-12-26,15598.73,15777.35,15575.06,15746.76,276452993.0
2023-12-27,15778.15,15910.6,15707.07,15902.29,147544695.0
2023-12-28,15870.69,16045.32,15789.43,16038.67,225794971.0
2023-12-29,16048.12,16169.03,16026.05,16116.45,166397800.0
2024-01-01,16146.19,16188.0,15730.08,15770.22,124306572.0
2024-01-02,15791.04,15803.51,15717.81,15795.85,181998332.0
2024-01-03,15856.39,15888.26,15684.18,15695.48,285835306.0
2024-01-04,15671.51,15724.88,15441.74,15455.31,224415042.0
2024-01-05,15412.68,15829.46,15377.67,15792.79,347052500.0
2024-01-08,15761.38,16224.97,15720.3,16147.16,207288985.0
2024-01-09,16168.49,16448.79,16151.04,16433.35,391456427.0
2024-01-10,16449.72,16503.58,16433.42,16495.39,207305880.0
2024-01-11,16498.76,16825.16,16440.33,16785.94,198498972.0
2024-01-12,16748.24,16844.04,16653.25,16798.18,137862969.0
2024-01-15,16823.94,16864.91,16786.46,16850.56,269197957.0
2024-01-16,16809.29,16838.8,16629.22,16631.42,171381901.0
2024-01-17,16669.97,16727.04,16667.27,16723.82,164566723.0
2024-01-18,16819.39,16853.39,16718.13,16746.13,282374442.0
2024-01-19,16758.4,16771.54,16479.46,16485.18,272814421.0
2024-01-22,16504.41,16505.35,16474.78,16484.16,270822554.0
2024-01-23,16467.91,16478.98,16415.65,16477.27,178230191.0
2024-01-24,16417.62,16956.82,16353.74,16861.44,194457999.0
2024-01-25,16841.11,17081.17,16783.5,17060.83,193975179.0
2024-01-29,17023.54,17076.02,17001.47,17073.14,245573068.0
2024-01-30,17023.73,17150.68,17018.75,17136.22,304748714.0
2024-01-31,17195.25,17207.98,17053.13,17155.6,218671472.0
2024-02-01,17164.96,17190.09,17100.33,17122.04,342906887.0
2024-02-02,17135.04,17190.5,16867.93,16901.7,253586218.0
2024-02-05,16891.25,16973.75,16851.69,16879.58,184702350.0
2024-02-06,16873.74,16891.36,16467.15,16549.51,248769965.0
2024-02-07,16581.44,16619.45,15987.91,16123.95,318032226.0
2024-02-08,16122.91,16204.53,16010.76,16059.07,345160786.0
2024-02-09,16076.11,16113.83,15839.63,15970.49,275013178.0
2024-02-12,15964.23,16034.55,15428.44,15455.84,198676582.0
2024-02-13,15445.26,15456.03,15221.49,15272.16,185641116.0
2024-02-14,15229.19,15314.89,15227.27,15303.11,231780059.0
2024-02-15,15242.58,15354.48,15239.5,15346.3,315198405.0
2024-02-16,15338.27,15408.08,15299.34,15383.19,222726552.0
2024-02-19,15384.93,15427.26,15147.06,15231.11,224025159.0
2024-02-20,15191.93,15194.89,14897.43,14914.82,200112726.0
2024-02-22,14563.16,14669.15,14528.77,14632.9,188498826.0
2024-02-23,14569.8,14746.51,14539.28,14710.95,204876778.0
2024-02-26,14684.03,14973.72,14638.51,14958.23,319116883.0
2024-02-27,14970.41,15297.17,14891.37,15174.09,184448369.0
2024-02-28,15185.84,15214.15,15086.62,15157.79,200180772.0
2024-02-29,15122.82,15146.61,14892.34,14932.5,154807699.0
2024-03-01,14937.23,14982.92,14829.08,14881.66,241084173.0
2024-03-04,14912.09,14938.17,14898.08,14930.75,289211892.0
2024-03-05,14953.95,14956.46,14848.08,14901.7,310861923.0
2024-03-06,14898.86,14999.84,14663.39,14803.0,208811411.0
2024-03-07,14789.15,14868.06,14742.83,14858.45,231668771.0
2024-03-11,14839.75,14881.08,14752.77,14773.68,188952441.0
2024-03-12,14787.5,14809.05,14639.99,14666.63,228682521.0
2024-03-13,14672.35,14789.0,14605.47,14732.35,215379089.0
2024-03-14,14750.9,14752.23,14639.99,14666.99,200497839.0
2024-03-15,14670.86,14732.82,14632.09,14720.32,205010352.0
2024-03-18,14744.42,14792.66,14743.58,14779.22,223861527.0
2024-03-19,14782.02,14787.55,14576.79,14578.64,181658174.0
2024-03-20,14601.52,14612.7,14463.24,14499.58,184304695.0
2024-03-21,14524.83,14839.14,14522.27,14771.06,318158856.0
2024-03-22,14747.29,14812.64,14533.04,14566.47,421341023.0
2024-03-25,14513.79,14539.21,14187.08,14194.32,140789616.0
2024-03-26,14238.14,14238.49,13865.98,13875.81,138634019.0
2024-03-27,13882.93,13914.23,13843.59,13888.89,150880276.0
2024-03-28,13841.27,13928.37,13800.08,13902.29,191630432.0
2024-03-29,13882.44,13901.54,13864.66,13889.9,253485845.0
2024-04-01,13911.34,14151.32,13892.64,14110.47,232767538.0
2024-04-02,14102.58,14114.35,13648.76,13654.72,206987449.0
2024-04-03,13640.74,13739.7,13637.31,13730.4,228741236.0
2024-04-04,13768.87,14022.77,13733.03,14009.12,162504438.0
2024-04-05,13979.78,14058.56,13818.08,13821.0,184220805.0
2024-04-08,13798.94,13826.63,13737.86,13763.5,196146723.0
2024-04-09,13769.32,13772.36,13603.79,13642.46,126584347.0
2024-04-10,13653.11,13670.56,13432.87,13498.59,142497233.0
2024-04-11,13511.99,13512.94,13436.96,13451.43,144091850.0
2024-04-12,13475.94,13722.1,13453.02,13701.52,244310448.0
2024-04-15,13706.96,14093.16,13678.39,14027.96,211280963.0
2024-04-16,14041.69,14063.21,13871.56,13977.26,234062126.0
2024-04-17,13970.01,14368.5,13932.89,14322.37,117846867.0
2024-04-18,14324.17,14411.29,14268.12,14337.03,130202479.0
2024-04-19,14340.11,14698.26,14305.9,14663.26,237505258.0
2024-04-22,14669.57,14715.65,14573.18,14654.64,90600700.0
2024-04-23,14677.28,14712.87,14642.63,14687.15,277934552.0
2024-04-24,14703.46,14789.56,14590.5,14762.94,118387203.0
2024-04-25,14764.25,15411.93,14744.49,15370.25,249791360.0
2024-04-26,15345.38,15555.79,15319.68,15543.66,153805027.0
2024-04-29,15545.76,15632.42,15408.75,15415.76,264590270.0
2024-04-30,15414.9,15635.79,15402.16,15612.64,484333877.0
2024-05-02,15618.67,15637.36,15489.54,15551.17,104375993.0
2024-05-03,15619.8,15658.46,15447.47,15465.2,239653718.0
2024-05-06,15449.0,15684.37,15411.97,15650.89,118890616.0
2024-05-07,15664.11,15715.47,15619.96,15666.03,222290423.0
2024-05-08,15699.51,15801.28,15647.92,15729.76,186157527.0
2024-05-09,15732.84,15800.53,15656.66,15741.61,204553282.0
2024-05-10,15815.21,15850.79,15810.42,15817.12,152813356.0
2024-05-13,15805.16,15990.33,15775.61,15910.56,245437161.0
2024-05-14,15920.87,15944.44,15509.97,15538.94,131492425.0
2024-05-15,15514.11,15679.92,15483.9,15678.02,279261292.0
2024-05-16,15667.0,15770.18,15462.74,15495.7,175897133.0
2024-05-17,15503.41,15597.47,15169.02,15227.64,133184588.0
2024-05-20,15253.41,15259.33,15156.79,15225.32,308299512.0
2024-05-21,15235.04,15266.51,15226.13,15250.13,193568895.0
2024-05-22,15288.53,15339.25,15100.33,15127.24,336509881.0
2024-05-23,15124.37,15297.05,15074.13,15294.04,277679940.0
2024-05-24,15283.88,15289.16,15035.06,15048.29,157749549.0
2024-05-27,15129.67,15172.54,14968.67,14980.59,192614791.0
2024-05-28,14992.4,14998.54,14846.9,14880.07,204053061.0
2024-05-29,14858.66,14934.84,14853.27,14880.0,302431358.0
2024-05-30,14859.34,14940.96,14843.25,14940.6,222960450.0
2024-05-31,14912.43,14917.59,14730.36,14762.08,207234577.0
2024-06-03,14789.73,14952.54,14785.56,14904.95,186517143.0
2024-06-04,14894.09,14969.13,14845.87,14925.32,194480805.0
2024-06-05,14929.12,15055.17,14584.57,14584.92,284227571.0
2024-06-06,14583.07,14599.49,14206.54,14240.41,197458204.0
2024-06-07,14261.24,14277.53,14225.51,14246.45,176600515.0
2024-06-10,14222.32,14244.72,14138.07,14215.37,168414370.0
2024-06-11,14184.79,14285.21,14173.37,14205.21,168921683.0
2024-06-12,14211.58,14245.37,14177.54,14208.46,133206767.0
2024-06-13,14225.54,14325.47,14200.99,14256.82,159873736.0
2024-06-14,14266.3,14495.82,14248.23,14435.04,300079403.0
2024-06-17,14411.67,14426.41,14229.28,14244.18,186166539.0
2024-06-18,14263.48,14268.07,14011.15,14045.14,240260730.0
2024-06-19,14024.24,14078.06,13839.56,13862.51,98537542.0
